Date,Review,Likes On Reviews,User_name
"October 21, 2016",Shopping list gone! I had over 100 items on my shopping list and they all disappeared! How frustrating. I spent a lot of time accumulating that list for an upcoming move. Not happy at all right now,4.0,User2149
"September 24, 2016","Location based language is a problem
The app would be useful if it didn't force a language selection based on which store the user selects. IKEA is often a choice for people who move to a new country for its familiarity; why not help maintain that user-friendly nature by allowing separate app language options? Right now the app is useless, hence is being uninstalled until that problem is addressed.",5.0,User2032
"October 24, 2016","Logs out and doesn't save shopping list
So pissed off. Spent ages going through the Ikea Store adding bits i wanted. Stopped using the app for a bit when I came back it had logged me out and had NOT saved my shopping list!!!! Completely counterproductive don't bother with the app just use the regular mobile version. I honestly dont even wanna go there now. Took me ages to put my list togther!!! For it just to be wiped.",,User813
"October 1, 2016","Decent app It's a good app to keep shopping list and check stock availability. However, stock information is not very reliable. Also very annoying that the app doesnt remember username and password so you have to log in every time.",1.0,User2406
"November 17, 2016","Stop logging me out!! Constantly logs me out the app because I've been inactive. Yes, so I can go back to my shopping list, which got wiped as well. Be better off with a piece of paper!!!",,User1100
"October 22, 2016","No UK option On first startup it asks you to select your country, the UK is not on that list. There are duplicate listings for other countries and funnily enouth even Sweden hasn't made the list. 1 star as unable to use.",1.0,User824
"October 7, 2016","No longer reliable - don't trust it
The app used to be good. Now it has deleted the shopping list I made WHILE IN THE STORE (plus several items saved from previous searches) and it logged me out claiming a timeout WHILE I WAS IN THE STORE. Do not trust this app with your list, use the old fashioned pencil and paper they provide in the stores. (At least stock info was OK.) I can't find any way to get support for the app except by writing this review. Ikea, if you read reviews, can you recover my shopping list deleted on 2016-10-07? Thanks",3.0,User2139
"October 27, 2016",Needs Improvements The shopping list feature needs some work. The app crashed all together 24 hours ago. The shopping list needs to be shareable. I have someone shopping for me. It would be convenient to just email them the list.,,User1644
"October 9, 2016",Useless First thing it does is try to find closest store. It fails and you cannot bypass. Can't do anything else in the app,,User1012
"September 18, 2016","Loggjng in a PITA Shouldn't need to be logged in in order to make or use a shopping list. App logs you out after time delay, no way to use this off line. Logged me out while I was in Ikea shopping, couldn't get a signal to get back to my shopping list....",8.0,User875
"September 19, 2016","Keeps logging out I really like how you can make a list and how simple this app is. However, I have to login every time I open the app or after adding an item to the list, which is quite annoying.",9.0,User2469
"September 24, 2016","Bad login Love the store, app is a great idea if it worked even changed the password still wouldn't let me us the app tells me my I'd doesn't exist",,User1127
"October 19, 2016","App OK but nasty bug
The app itself is OK functionality-wise, if a bit limited (would be good to see full account profile and previous order history etc...) but it has a nasty bug when displaying the ikea family card barcode - after leaving the barcode screen it sets screen brightness to minimum and disables auto brightness - on a Samsung galaxy s7 edge at least",1.0,User1124
"September 25, 2016","What have u done? Everytime and I mean Everytime I log in it asks for my login details, it's annoying! I would see the need if it held my card details, it doesn't! Also for some reason now Everytime I log in it wipes my shopping list. Fix it!",2.0,User1919
"October 12, 2016","Forcing language It's a shame that you are forced to read re mthe text in German if you are in germany, should be great to configure at least English",1.0,User2555
"September 24, 2016","Handy app, but why does it change my screen brightness? The app disables automatic screen brightness and sets it to full brightness when displaying your ikea family card. It does not change it back when that view is closed.",2.0,User524
"September 24, 2016","Lost my list My whole list I had of things I wanted to pick has disappeared, think I'll stick to Argos",1.0,User1316
"June 28, 2019",Impossible de créer un compte. Mot de passe rejeté en permanence malgré le respect des consignes.,,User307
"September 25, 2016","I can't login in!!! They say don't know my email, when a put in id member, they said I need to change my password, sent me a temporary password and I can't change the password now, I hated it, don't let me do anything!!!!",1.0,User1815
"November 7, 2016",Cannot log in I don't even have a chance to use the app. It doesn't let me log on with my email and password although they work on the computer.,,User2283
